layer	source	target	run	dist1	dist2	dist3	dist4	dist5	dist6-7	dist8-10	dist10-
4	zh	en	2	0.7317023445	0.7516778523	0.725	0.76	0.76953125	0.7558945908	0.788368336	0.7773279352
0	ar	en	3	0.787961165	0.5835641736	0.5609876543	0.5236051502	0.4739803094	0.4455026455	0.4025974026	0.6148215919
1	ar	en	3	0.8604530744	0.7047553093	0.6809876543	0.6763948498	0.6286919831	0.6285714286	0.5948051948	0.7104300091
2	ar	en	3	0.8634951456	0.7209141274	0.6883950617	0.6738197425	0.6554149086	0.6486772487	0.6298701299	0.7360475755
3	ar	en	3	0.867184466	0.7225300092	0.692345679	0.6763948498	0.6554149086	0.6455026455	0.6363636364	0.7424519671
4	ar	en	3	0.8671197411	0.737534626	0.710617284	0.6901287554	0.6680731364	0.6571428571	0.6428571429	0.736505032
0	es	en	3	0.895684189	0.7900894701	0.6971777269	0.6109090909	0.5941644562	0.5805687204	0.5469168901	0.6300268097
1	es	en	3	0.9320924524	0.9008947006	0.8436308162	0.7636363636	0.6763925729	0.6658767773	0.6595174263	0.7211796247
2	es	en	3	0.9341378605	0.9119064006	0.8527841342	0.7927272727	0.7082228117	0.7274881517	0.6782841823	0.7252010724
3	es	en	3	0.936796891	0.9205092911	0.8665141114	0.8218181818	0.7931034483	0.7938388626	0.7238605898	0.7788203753
4	es	en	3	0.9390468398	0.9415003441	0.8947368421	0.8709090909	0.8541114058	0.9123222749	0.8686327078	0.8954423592
0	fr	en	3	0.9083910701	0.816072196	0.7414847162	0.6509803922	0.6391437309	0.5710659898	0.6350148368	0.6926536732
1	fr	en	3	0.9304593277	0.9088955737	0.8655021834	0.7980392157	0.7737003058	0.7182741117	0.7121661721	0.7676161919
2	fr	en	3	0.9284064665	0.9131929523	0.8663755459	0.8333333333	0.7737003058	0.7461928934	0.7893175074	0.7991004498
3	fr	en	3	0.9355914806	0.9333906317	0.9135371179	0.8470588235	0.8165137615	0.8274111675	0.8130563798	0.8275862069
4	fr	en	3	0.944059533	0.9376880103	0.935371179	0.8921568627	0.874617737	0.8730964467	0.9139465875	0.8980509745
0	ru	en	3	0.7828374823	0.6719383617	0.6076923077	0.5860306644	0.6314363144	0.5691382766	0.6204188482	0.6621417798
1	ru	en	3	0.8552924509	0.8446877534	0.7730769231	0.7717206133	0.7967479675	0.7655310621	0.7434554974	0.754147813
2	ru	en	3	0.8646023072	0.8560421736	0.8105769231	0.8126064736	0.8401084011	0.7835671343	0.8036649215	0.8295625943
3	ru	en	3	0.868852459	0.8600973236	0.8057692308	0.8074957411	0.8346883469	0.7835671343	0.8010471204	0.8205128205
4	ru	en	3	0.866626189	0.8694241687	0.8259615385	0.8330494037	0.8563685637	0.8196392786	0.8429319372	0.8446455505
0	zh	en	3	0.6534148828	0.4827052142	0.4444444444	0.496	0.501953125	0.4535367545	0.5282714055	0.4858299595
1	zh	en	3	0.7094801223	0.7021166753	0.6796296296	0.7013333333	0.69140625	0.6712898752	0.7075928918	0.6558704453
2	zh	en	3	0.7127420999	0.7191533299	0.7009259259	0.712	0.71875	0.6879334258	0.7512116317	0.6801619433
3	zh	en	3	0.723343527	0.7439339184	0.7324074074	0.7373333333	0.755859375	0.7350901526	0.7835218094	0.7651821862
4	zh	en	3	0.7290519878	0.747031492	0.7268518519	0.752	0.77734375	0.7656033287	0.788368336	0.778340081
